Title,Rating,Voting,Duration,Genre_Title
510. Killerwood,6.8, (21),1h 24m,Crime
511. M30 OXY,8.9, (13),,Crime
512. Charlotte Link - Ohne Schuld,5.5, (41),1h 29m,Crime
513. Kunstroof,7.0, (43),1h 42m,Crime
514. Murder in a Teacup,6.3, (146),1h 33m,Crime
515. West End Murders,7.0, (15),,Crime
516. The Station Strangler,,,,Crime
"517. Fallen Leaves, Broken Lighters",7.8, (6),1h 36m,Crime
518. Laandhar,4.2, (95),1h 57m,Crime
519. Con Queens,5.8, (18),1h 20m,Crime
520. Blue Christmas,5.8, (19),1h 19m,Crime
521. The Real Story of January 6: Part 2 - The Long Road Home,6.2, (28),1h 30m,Crime
522. Miss Merkel - Ein Uckermark-Krimi 2,6.4, (15),,Crime
523. The London Underground Killer,4.7, (90),1h 31m,Crime
524. Secret Home,8.3, (148),1h 57m,Crime
525. Tricks,6.6, (10),,Crime
526. Routa,6.5, (30),2h 7m,Crime
527. East Bay Confidential,,,,Crime
528. Lesní vrah,4.2, (78),1h 18m,Crime
529. Blood Dried Hands,5.2, (33),1h 55m,Crime
530. A Question of Guilt,6.4, (20),,Crime
531. Crime Reel,7.5, (141),1h 51m,Crime
532. The Journalist,,,,Crime
533. Angry Squad: Civil Servants & Seven Swindlers,6.4, (8),2h,Crime
534. Treasures of Terror Vol 1,4.4, (17),,Crime
535. Unknown Caller,5.4, (17),1h 3m,Crime
536. Hocus Focus,7.9, (19),1h 25m,Crime
537. Dirty Thirty,,,,Crime
538. The Storm,,,,Crime
539. Cafe 404,7.1, (31),1h 33m,Crime
540. Thozhar Che Guevara,5.1, (37),2h,Crime
541. Beauty Grace Malice,7.7, (43),1h 21m,Crime
542. Jada,,,,Crime
543. Abnormal: Buas,5.6, (27),1h 30m,Crime
544. The Cold Father,7.0, (17),,Crime
545. Varchasva,,,,Crime
546. El Junior Del Patron,8.2, (5),1h 32m,Crime
547. Vallavan Vaguthadhada,6.5, (56),1h 44m,Crime
548. Midnight Taxi,7.5, (33),,Crime
549. Tumbadores,4.9, (59),,Crime
550. Indelebile,,,,Crime
551. Dank Frank,,,,Crime
552. Ingu Mirugangal Vaazhum Idam,6.2, (14),1h 48m,Crime
553. Real Estate Sisters,4.8, (17),1h 24m,Crime
554. Opportunity,9.1, (88),1h 36m,Crime
555. Don't Love,7.9, (1.5K),2h 57m,Crime
556. Fatal Dispatch,6.7, (11),,Crime
557. Seeruwen,5.3, (9),,Crime
558. The Clan,,,,Crime
559. Muroi Shinji: Yaburezaru Mono,7.7, (7),1h 55m,Crime
560. Paarijathaparvam,7.5, (2.3K),2h 13m,Crime
561. Raqeeb Pashto New Film,,,,Crime
562. 4N6,9.7, (60),1h 57m,Crime
563. Raja Rani,9.3, (99),2h 14m,Crime
564. Bottom of a Glass Blues,,,,Crime
565. Evidence,9.3, (208),,Crime
566. Ugravatara,7.9, (551),2h 2m,Crime
567. Break War,2.4, (14),1h 26m,Crime
568. AK47,7.2, (13),2h 26m,Crime
569. Gull Lake Vice II: The Delusion Continues,8.2, (16),58m,Crime
570. Aranam,7.5, (406),2h 7m,Crime
571. Public Defender,8.0, (18),,Crime
572. Tikri Farai,7.9, (24),,Crime
573. Super Vixens 6,,,,Crime
574. The Cold Ground,,,,Crime
575. Bloody Money,,,,Crime
576. Old Wild Mob,,,,Crime
577. Kenda,8.9, (20),2h 15m,Crime
578. The Dealer,8.2, (11),2h,Crime
579. Light House,,,,Crime
580. Necrophile,,,,Crime
581. Passagrana,6.5, (122),1h 40m,Crime
582. Jalandhara,9.2, (544),1h 50m,Crime
583. Rancor,7.3, (32),1h 23m,Crime
584. Nietzsche's Umbrella,8.7, (21),1h 26m,Crime
585. The Last Vendetta,,,,Crime
586. Mafia Temptation,,,,Crime
587. Duplicitous Minds,,,,Crime
588. Who Killed Angel Adams?,6.2, (22),1h 16m,Crime
589. Landkrimi: Steirergift,6.4, (60),1h 30m,Crime
590. Find Me,5.0, (21),,Crime
591. Theppa Samudram,7.4, (1.6K),2h 13m,Crime
592. Jin Qian Bao Lei,3.4, (12),,Crime
593. Dangerous Rumors,7.5, (51),,Crime
594. Guxim,7.7, (34),1h 15m,Crime
595. Salvajes,5.7, (57),1h 30m,Crime
596. Section 302 - Aynamohol,,,,Crime
597. Dheera Samrat,9.8, (98),2h 3m,Crime
598. Magnet,,,,Crime
599. The Victims,5.9, (81),1h 39m,Crime
600. Vanished: The Lucie Blackman Mystery,,,,Crime
601. Hani,,,,Crime
602. Firewire Sniper,,,,Crime
603. We Run These Streets,,,,Crime
604. Los Alamos,,,,Crime
605. The Burned Hand,8.0, (12),1h 25m,Crime
606. Ata Nirjon Duporiya,8.0, (10),1h 43m,Crime
607. Above the Trees,8.2, (11),2h 5m,Crime
608. Novyy god v Beryozovke,7.1, (97),1h 34m,Crime
609. Helen Razor,4.0, (6),,Crime
610. The Deal,8.8, (25),2h 10m,Crime
611. Scapegoat,7.0, (22),1h 25m,Crime
612. Leaf Life,,,,Crime
613. Downfall of the Crypto King (theatrical feature),6.0, (26),1h 30m,Crime
614. Malam Pertobatan,6.4, (9),1h 21m,Crime
615. The Bitter Sugar,6.8, (9),,Crime
616. Grey Games,7.5, (1.1K),2h 1m,Crime
617. Gumbo 2,6.8, (11),,Crime
618. Myall Creek Day of Justice,6.4, (17),1h 18m,Crime
619. What Lies Within,5.3, (13),1h 30m,Crime
620. A Reel Heist,5.2, (58),,Crime
621. La Tamalera,8.2, (9),1h 55m,Crime
622. Valleyheart,8.8, (37),1h 38m,Crime
623. Up North,,,,Crime
624. Alchemy of Solitude,,,,Crime
625. Bigul,9.2, (45),2h 24m,Crime
626. I Awoke Early the Day I Died,,,,Crime
627. Push,4.7, (10),,Crime
628. Shadows of Redemption,,,,Crime
629. Bayamariya Brammai,8.8, (25),1h 28m,Crime
630. Diamondz R 4Eva,,,,Crime
631. Yurka,4.1, (27),1h 25m,Crime
632. First Rites,,,,Crime
633. Lolipop Gang,,,,Crime
634. Vengeful,6.1, (18),1h 40m,Crime
635. Common Creed: Trafficking,6.7, (8),1h 46m,Crime
636. Youn'G,8.9, (49),,Crime
637. Dues Paid,,,,Crime
638. Vipers,,,,Crime
639. Sangharshana,8.2, (1.6K),1h 42m,Crime
640. Pinwheelz,7.8, (15),,Crime
641. Dhadaam,,,,Crime
642. Koresha,2.9, (61),1h 26m,Crime
643. Nasha Jurm Aur Gangsters,7.0, (2.4K),2h 17m,Crime
644. Netru Indha Neram,5.7, (136),2h 20m,Crime
645. Dragnet Lost Episodes - TV's Greatest Police Crime Series,,,,Crime
"646. Bullets, Brothers and Blood",7.8, (13),1h 25m,Crime
647. The Essex Boys Tapes,5.7, (8),,Crime
648. Dead Name,9.0, (11),1h 24m,Crime
649. Snowstorm,,,,Crime
650. Shades of Sapphire,7.8, (9),1h 17m,Crime
651. I'm Seeing Things,,,,Crime
652. One-2,,,,Crime
653. Iron Rule 2,,,,Crime
654. The Bottom Line,7.0, (10),1h 47m,Crime
655. Halfway House Series,,,,Crime
656. Blue Ice,8.8, (23),,Crime
657. Mafia,,,,Crime
658. Shina,7.5, (7),1h 38m,Crime
659. 5D,8.8, (577),2h 9m,Crime
660. Your Curse,3.0, (13),,Crime
661. The AI Dharma Story,3.2, (1.1K),1h 29m,Crime
662. The Film Café,,,,Crime
663. Pinnil Oral,6.0, (113),2h 7m,Crime
664. Abduction Chronicles,8.6, (35),2h 6m,Crime
665. Bodyguard for Sweetheart,,,,Crime
666. Los Justos,6.4, (73),1h 19m,Crime
667. A Valentine's Day,8.4, (9),2h 6m,Crime
668. Gde nashi dengi?,9.4, (5),,Crime
669. Krouryam,,,,Crime
670. Spending Some Time Together,6.9, (28),2h 26m,Crime
671. Even the Score,5.4, (16),,Crime
672. The Informant,,,,Crime
673. GATAO: Like Father Like Son,6.8, (65),1h 40m,Crime
674. Coeval,,,,Crime
675. Bogus Phone Operators,,,,Crime
676. SMB-plush presents trick or death,8.8, (15),2h,Crime
677. Blind Escape,,,,Crime
678. Slapes,6.8, (31),1h 22m,Crime
679. Chhapa,,,,Crime
680. Grant Us Eyes,,,,Crime
681. Her Majesty the Queen: Behind Closed Doors,,,,Crime
682. Mothers of Chibok,,,,Crime
683. Dawgz Life,7.8, (10),2h 23m,Crime
684. The Place Between,,,,Crime
685. Leha,2.3, (42),1h 38m,Crime
686. An Ordinary Killer,,,,Crime
687. Uno Sir,6.4, (42),1h 46m,Crime
688. Treasures of Terror Vol 2,,,,Crime
689. You Can Only Blink Once,,,,Crime
690. Rangeli,9.4, (92),2h 20m,Crime
691. Jama,6.3, (14),1h 11m,Crime
692. Conviction,7.0, (34),1h 37m,Crime
693. Dai jia fa de ren,5.5, (54),2h 1m,Crime
694. Love Inside the Drug Game,,,,Crime
695. Mukhya Gamanika,8.7, (2.1K),2h 5m,Crime
696. Picture me Roll'n (The movie),,,,Crime
697. Out of Spite,,,,Crime
698. Nu Jiang,,,,Crime
699. Liebling Kreuzberg 2.0,5.1, (49),1h 29m,Crime
700. Memphganistan,,,,Crime
701. The Kills,8.8, (8),1h 10m,Crime
702. The Lick,9.1, (11),,Crime
703. The Nairobi Shuffle,,,,Crime
704. Three Days or Else,8.2, (25),,Crime
705. Blitz,7.2, (8),6m,Crime
706. Who Do You Trust?,3.8, (39),1h 36m,Crime
707. 20.10.20 - Flugten Fra Herstedvester,,,,Crime
708. The Mother God,,,,Crime
709. No Loose Ends,6.7, (9),1h 8m,Crime
710. Lady Thug,4.4, (25),,Crime
711. The Great British Heist,6.0, (9),,Crime
712. Detroit Ransom,6.4, (10),1h 16m,Crime
713. Butterfly Parade,7.6, (11),,Crime
714. Corpórea,5.3, (7),,Crime
715. 7vens Law,9.3, (19),1h 8m,Crime
716. The Housewife and the Hustler 2: The Reckoning,6.5, (44),1h 34m,Crime
717. Forgive My Truth,,,,Crime
718. Killcon,9.5, (13),31m,Crime
719. The Siege: Archangel One,,,,Crime
720. Runnin' from Wolves,7.2, (10),2h 13m,Crime
721. Bhediya: The Hunter,,,,Crime
722. Traitor,,,,Crime
723. Dark World,5.2, (12),2h 15m,Crime
724. Víctimas de sus amores,,,,Crime
725. EdgeX,,,,Crime
726. Saajish the Conspiracy,,,,Crime
727. Innocent Shots,2.2, (18),,Crime
728. Find Her,,,,Crime
729. Sharma & Ambani,9.1, (182),1h 44m,Crime
730. Lie Du,,,,Crime
731. Then Came the Bottle Girls,,,,Crime
732. ONENESS,8.9, (12),1h 55m,Crime
733. Spectre: Shadow Night,,,,Crime
734. Jimmy's Friends,7.0, (10),1h 34m,Crime
735. Namak,4.5, (13),1h 15m,Crime
736. Jackpot,,,,Crime
737. Jason's World,,,,Crime
738. Nero,,,,Crime
"739. Fear, Forget My Name",,,,Crime
740. Give Me a Ride,5.0, (16),1h 42m,Crime
741. Samhain,,,,Crime
"742. 3 Days, 3 Murders",,,,Crime
743. Dark Forest,,,,Crime
744. Kapsula,,,,Crime
745. Po du xing dong,6.8, (5),1h 19m,Crime
746. Low Budget Heist,,,,Crime
747. It's a Free Country,,,,Crime
748. Deshakkaran,,,,Crime
749. El Juego Del Poder,8.0, (9),1h 35m,Crime
750. Marty's Big Poker Night,,,,Crime
751. Lawrence,,,,Crime
752. Midnight City,,,,Crime
753. Troubled Mystic,,,,Crime
754. The Codfather,,,,Crime
755. A Frozen Rage,5.2, (45),1h 55m,Crime
756. ¿Quién Mató al Patrón?,,,,Crime
757. Randa Ramphal,8.5, (8),1h 10m,Crime
758. The Reservoir Dogs,,,,Crime
759. More Than the Streets,,,,Crime
760. Pungut,6.7, (11),1h 40m,Crime
761. Dihei,,,,Crime
762. Tatkshan,8.4, (20),,Crime
763. Mordkommission Calw - Klassentreffen,,,,Crime
764. Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.7, (29),1h 28m,Crime
765. Weekend with Molly,,,,Crime
766. La sombra del quebrantahuesos,,,,Crime
767. Full Clip for a Snitch,3.9, (18),1h 15m,Crime
768. Franky Loses It,,,,Crime
769. Perpetrators in Government Systems,,,,Crime
770. Product the Movie: Welcome to Santa Monica,,,,Crime
771. Crumbling Castle,,,,Crime
772. Los Hijos De Camelia y Emilio,8.2, (9),1h 22m,Crime
773. If Tomorrow Never Comes,,,,Crime
774. Yaa Devi Sarva Bhuteshu,8.7, (8),1h 59m,Crime
775. The Only Life I Know,,,,Crime
776. Sleepy,,,,Crime
777. L.A. Minute,,,,Crime
778. La Reserva,,,,Crime
779. Vanity Flaw,,,,Crime
780. No Job,,,,Crime
781. L'uomo che disse no,,,,Crime
782. Water Mafia,9.1, (10),45m,Crime
783. The Lost Man,,,,Crime
784. Mudo Kannu,7.2, (2.1K),1h 40m,Crime
785. Lealtad o Morir,8.2, (9),1h 27m,Crime
786. The Ties That Bind,,,,Crime
787. Dhakkad Chhoriyaan,,,,Crime
788. A Grain of Salt,,,,Crime
789. Little Black Submarines,6.9, (57),2h 3m,Crime
790. Respect the Shooter,,,,Crime
791. Susan,,,,Crime
792. Niyathi Cc1/2024,,,,Crime
793. Run Away,,,,Crime
794. Hollyland,,,,Crime
795. Ain't Two Men the Same,,,,Crime
796. All Suspects,3.6, (18),1h 36m,Crime
797. Chivaraku Migiledi,,,,Crime
798. Fierce Hunt,,,,Crime
799. Qismat Express,,,,Crime
800. Mun Kaupunki,6.6, (22),1h 45m,Crime
801. Sounds of the Streets,,,,Crime
802. Malvila Farm,,,,Crime
803. Rangeet,,,,Crime
804. Der Parkhausmord - Wer tötete Charlotte Böhringer?,8.2, (34),,Crime
805. Princess of the Trap House,,,,Crime
806. Beautifully Broken People,8.7, (8),1h 15m,Crime
807. Blood & Betrayal,,,,Crime
808. El Cartel De Teresa,8.0, (9),1h 36m,Crime
809. Gally Gang Stars,9.0, (2K),2h 37m,Crime
"810. Compa, me gusta su vieja",,,,Crime
811. Pencil,,,,Crime
812. Iravinil Aatam Par,3.5, (156),,Crime
813. That One Night,,,,Crime
814. Psycho City: The Movie,,,,Crime
815. A-Side: Suburban,,,,Crime
816. Maaye and Company,,,,Crime
817. Mina and the Radio Bandits,7.3, (44),1h 50m,Crime
818. A Hustler's Son 2,,,,Crime
819. Pitfall,,,,Crime
820. Mystery Creek,,,,Crime
821. A Day for Driving,,,,Crime
822. Las Hermanas Del Cartel,8.2, (5),1h 31m,Crime
823. So It Goes,3.3, (19),1h 17m,Crime
824. Black Gold,,,,Crime
825. Blood Suckaz,,,,Crime
826. Vicheyam,8.8, (14),,Crime
827. Case #111-878,,,,Crime
828. Butler Under Fire,,,,Crime
829. Ato Kwabena,,,,Crime
830. REES,6.5, (25),,Crime
831. Minnesota v. We the People,,,,Crime
832. Something of Value,,,,Crime
833. Chasing Through Time,,,,Crime
834. El Centinela de las Ánimas,,,,Crime
835. Street Crimes Unit,,,,Crime
"836. The Actor, the Nurse, & The Cryptid",,,,Crime
837. Prem Ni Pathshala,8.5, (7),,Crime
838. Manomani,,,,Crime
839. Duelo De Capos,8.2, (9),1h 23m,Crime
840. Faram-Gate,,,,Crime
841. La Ley de mi Raza,,,,Crime
842. Detective Toaster,,,,Crime
843. Disengaged Soldiers,9.0, (6),,Crime
844. Ill fated,,,,Crime
845. Cubic,,,,Crime
846. Colourful Crime,,,,Crime
847. Justiça por Amor,,,,Crime
848. Yan Hu Ji Hua,,,,Crime
849. Detective Janus Bifrons,,,,Crime
850. The Fog Light Action,,,,Crime
851. Atithi,,,,Crime
852. Montaje,,,,Crime
853. Rescue on One's Own,,,,Crime
854. Black Girl Fatal,,,,Crime
855. Art of War,,,,Crime
856. Sekiz1,,,,Crime
857. Ahrub,,,,Crime
858. Varovasti sanoi rovasti,,,,Crime
859. Robbin' Hoods,,,,Crime
860. For the Love of Cash 2,8.6, (10),,Crime
861. La Nueva Camelia,,,,Crime
862. Nacida Para Vengar,8.0, (9),1h 42m,Crime
863. An Education,,,,Crime
864. Freedom of Choice,,,,Crime
865. 12 Million Dollar Movie on Paper,,,,Crime
866. The Imprint of God,,,,Crime
867. Sharp Instinct: Volume II,,,,Crime
868. The Lower Ground,,,,Crime
869. One Hour in the Dark,,,,Crime
870. The Criminal,,,,Crime
871. Payback,,,,Crime
872. The Rabble Story,,,,Crime
873. Ab Hoga Insaaf,,,,Crime
874. Tres Cruces,,,,Crime
"875. Your Move, My Lady",,,,Crime
876. RK Puramlo?,,,,Crime
877. Poison Hunting Operation,,,,Crime
878. The Last Visitor,,,,Crime
879. Pitha 23:23,,,,Crime
880. Karma'z A Bytch,,,,Crime
881. Arrive Alive,,,,Crime
882. Crime List,,,,Crime
883. Villa 54,,,,Crime
884. Waterdrop,,,,Crime
885. Blood Brothers,,,,Crime
886. OTT-Over the Target,,,,Crime
887. Time and Space Redemption,,,,Crime
888. Ca$$$hing Out,,,,Crime
889. Cravings,,,,Crime
890. Jujji,,,,Crime
891. Wack,,,,Crime
892. The Birth,,,,Crime
893. Aloha Malandro,,,,Crime
894. Broken,,,,Crime
895. Wild Journey,,,,Crime
896. Wieselflink & Brandtgefährlich - Gefallen,,,,Crime
897. Innocent Looks,,,,Crime
898. L'interrogatoire,,,,Crime
899. Janthu,,,,Crime
900. Ghubar,,,,Crime
901. Lines of Allegiance,,,,Crime
902. Inyori,,,,Crime
903. Gu Dan,,,,Crime
904. Outcome,,,,Crime
905. Boyz,,,,Crime
906. Money Calling 2,,,,Crime
907. Who Could've Done This?,,,,Crime
908. Raktdhara: The City of Blood,9.1, (9),,Crime
909. Dope Boyz,,,,Crime
910. Makroshar Jall,,,,Crime
911. Wood House,,,,Crime
912. Ruta de la fuera Frontera,,,,Crime
913. Verge of Deception,,,,Crime
914. V pogone za kamnem,,,,Crime
915. Ulikkipadda Uppada,,,,Crime
916. Rainbows Over Plantation,,,,Crime
917. The Walk of Rufus 2 (THEODIS),,,,Crime
918. Prayog,,,,Crime
919. End Counter,,,,Crime
920. Senza volto - Storia di Fabrizio Maiello,,,,Crime
921. The Stooges Cigarette,,,,Crime
922. Rupaiya : The Conclusion,,,,Crime
923. Play It Smart,,,,Crime
924. West Slide Story 3,,,,Crime
925. Cold Noodle,,,,Crime
926. The Bogging Probity,,,,Crime
927. Falsos Amigos,,,,Crime
928. To the Rescue,,,,Crime
929. High Rise 3: Run to Peril,,,,Crime
930. Karmayogam (Return Gift),,,,Crime
931. Plastic,,,,Crime
932. The Reo'Monea 2,,,,Crime
933. Sonti,,,,Crime
934. Kya Ukhaad Loge?,,,,Crime
935. Moonlight Sonata No.71,,,,Crime
936. Mukhomukhi - Happily Ever After,,,,Crime
937. Réfractions,,,,Crime
938. Tori: Book 1,,,,Crime
939. Bullets N Love,,,,Crime
940. Coin of Fate,,,,Crime
941. Orphans Rising 2024,,,,Crime
942. 12 Hours on the Streets,,,,Crime
943. Middle Finger,,,,Crime
944. Men of the Century (Hook or Crook),,,,Crime
945. Sentence arbitraire,,,,Crime
946. Two Old Fellas,,,,Crime
947. Cageling,5.9, (8),1h 9m,Crime
948. Into Pitch Black,,,,Crime
949. Deeper Than Us,,,,Crime
950. Red Tears: Unfolded,,,,Crime
951. Rock Creek Express,,,,Crime
952. The Final List,,,,Crime
953. Mental Asiq,,,,Crime
954. City of Goons,,,,Crime
955. Sisters love,,,,Crime
956. Order and Control,,,,Crime
957. CD-R,,,,Crime
958. Learn to Love Death,,,,Crime
959. One More Inch,,,,Crime
960. Gli Imprevisti,,,,Crime
"961. Milk, Rice, and the Blood",,,,Crime
962. Skiptrace,,,,Crime
